cohort.lower.bound,cohort.upper.bound,age,diag.year.lower.bound,diag.year.upper.bound,ir.mean,ir.sd,size,num
1890,1894,79,1969,1973,298.563751217826,NaN,20.088967264,355767561.14
1890,1894,80,1970,1974,359.865362394257,8.67234835503054,19.704705924,336568882.8
1890,1894,81,1971,1975,332.183672315007,9.68596402905246,19.265136116,314354538.84
1890,1894,82,1972,1976,341.511736307086,47.1095920169036,18.990857844,300046472.12
1890,1894,83,1973,1977,367.170743149814,9.23830181220541,19.248899064,313145728.6
1890,1894,84,1974,1978,327.831553396843,53.343558913169,19.01540364,302029717.7
1890,1894,85,1975,1979,72.9485444629215,7.37687540718413,19.150566724,308354025.96
1895,1899,74,1969,1973,312.360553324409,NaN,20.088967264,355767561.14
1895,1899,75,1970,1974,320.518040188613,18.5142197997044,19.704705924,336568882.8
1895,1899,76,1971,1975,359.164654341335,39.9579506101425,19.265136116,314354538.84
1895,1899,77,1972,1976,323.793556536693,43.5614170473233,18.990857844,300046472.12
1895,1899,78,1973,1977,347.900616250266,27.2061668347957,19.248899064,313145728.6
1895,1899,79,1974,1978,351.770175724248,38.2570266213625,19.01540364,302029717.7
1895,1899,80,1975,1979,366.003119785437,45.4445858187521,19.150566724,308354025.96
1895,1899,81,1976,1980,347.223441976432,28.481121970622,19.180008772,309689040.94
1895,1899,82,1977,1981,349.099546983773,35.9401806873558,19.245261406,312915699.98
1895,1899,83,1978,1982,355.481069321944,69.5323762963546,18.742807528,288943421.5
1895,1899,84,1979,1983,394.219251331196,26.7750768982643,18.759262458,289682556.68
1895,1899,85,1980,1984,64.7740977879482,9.52812470448384,18.681590898,285993015.2
1900,1904,69,1969,1973,258.578385111925,NaN,20.088967264,355767561.14
1900,1904,70,1970,1974,333.545283649996,40.3451784472752,19.704705924,336568882.8
1900,1904,71,1971,1975,299.722197992562,17.6407337319935,19.265136116,314354538.84
1900,1904,72,1972,1976,300.67085759757,27.7001958672406,18.990857844,300046472.12
1900,1904,73,1973,1977,297.676274396704,14.3931354998109,19.248899064,313145728.6
1900,1904,74,1974,1978,324.49512472609,20.1966941444772,19.01540364,302029717.7
1900,1904,75,1975,1979,320.724521392045,40.4421583249766,19.150566724,308354025.96
1900,1904,76,1976,1980,324.428850527032,19.2441930231379,19.180008772,309689040.94
1900,1904,77,1977,1981,351.679032818915,20.3709719238325,19.245261406,312915699.98
1900,1904,78,1978,1982,326.441422418347,8.26655535915192,18.742807528,288943421.5
1900,1904,79,1979,1983,359.648537508702,9.04608550848596,18.759262458,289682556.68
1900,1904,80,1980,1984,382.388928395328,48.3620248555972,18.681590898,285993015.2
1900,1904,81,1981,1985,376.215865731344,64.4273167939301,18.777455818,290487862.52
1900,1904,82,1982,1986,403.384798031167,57.44824397181,18.737022246,288475701.28
1900,1904,83,1983,1987,416.02149319285,27.8568587952143,18.809972308,291570573.88
1900,1904,84,1984,1988,452.688292689537,51.2977693664744,19.102067714,305814815.62
1900,1904,85,1985,1989,72.331700543718,3.62232321011198,19.17677049,309360557.24
1905,1909,64,1969,1973,257.455800940532,NaN,20.088967264,355767561.14
1905,1909,65,1970,1974,284.160819553647,51.0405400231813,19.704705924,336568882.8
1905,1909,66,1971,1975,287.633932657837,7.94701719245313,19.265136116,314354538.84
1905,1909,67,1972,1976,285.885371682301,33.9666683182817,18.990857844,300046472.12
1905,1909,68,1973,1977,284.497072542041,20.1599924806453,19.248899064,313145728.6
1905,1909,69,1974,1978,315.239942576187,26.980438600494,19.01540364,302029717.7
1905,1909,70,1975,1979,292.784362725884,11.5005167796071,19.150566724,308354025.96
1905,1909,71,1976,1980,317.709829582657,21.1087837136693,19.180008772,309689040.94
1905,1909,72,1977,1981,330.19555426727,48.5638071174717,19.245261406,312915699.98
1905,1909,73,1978,1982,322.088637891151,33.3952886126531,18.742807528,288943421.5
1905,1909,74,1979,1983,347.613675989002,20.7268651512838,18.759262458,289682556.68
1905,1909,75,1980,1984,360.012988142382,28.861600502898,18.681590898,285993015.2
1905,1909,76,1981,1985,394.048352976318,11.8561752963932,18.777455818,290487862.52
1905,1909,77,1982,1986,411.33441061882,62.6798423341389,18.737022246,288475701.28
1905,1909,78,1983,1987,446.418294811468,65.8371521605211,18.809972308,291570573.88
1905,1909,79,1984,1988,451.774331666852,46.0036060227599,19.102067714,305814815.62
1905,1909,80,1985,1989,495.234219415232,34.6884391837854,19.17677049,309360557.24
1905,1909,81,1986,1990,471.835391024478,38.281601476022,19.17774363,309407358.96
1905,1909,82,1987,1991,478.259189253926,44.7434222117237,18.794876254,292353475.34
1905,1909,83,1988,1992,467.063843025972,34.5342121204686,18.549308538,282425767.36
1905,1909,84,1989,1993,471.219518020681,24.2651258717442,17.970384306,256215321.58
1905,1909,85,1990,1994,73.7716558760571,6.44713095146854,17.5746001,238965499.4
1910,1914,59,1969,1973,219.110461894928,NaN,20.088967264,355767561.14
1910,1914,60,1970,1974,271.07751445241,17.2271059005585,19.704705924,336568882.8
1910,1914,61,1971,1975,263.799151727333,28.1255965599173,19.265136116,314354538.84
1910,1914,62,1972,1976,267.039146035145,36.6467453548852,18.990857844,300046472.12
1910,1914,63,1973,1977,246.168911110451,17.0251879684713,19.248899064,313145728.6
1910,1914,64,1974,1978,259.074626894839,11.8914084782291,19.01540364,302029717.7
1910,1914,65,1975,1979,272.303291866315,23.3957818258558,19.150566724,308354025.96
1910,1914,66,1976,1980,284.90893141092,19.9308967364016,19.180008772,309689040.94
1910,1914,67,1977,1981,283.188020791056,22.1867449614755,19.245261406,312915699.98
1910,1914,68,1978,1982,310.992402546026,13.9131474786687,18.742807528,288943421.5
1910,1914,69,1979,1983,314.504813596131,16.9897914861098,18.759262458,289682556.68
1910,1914,70,1980,1984,337.450951575918,33.3057626077763,18.681590898,285993015.2
1910,1914,71,1981,1985,350.506013376749,17.715468431703,18.777455818,290487862.52
1910,1914,72,1982,1986,381.828287711111,47.6334087579714,18.737022246,288475701.28
1910,1914,73,1983,1987,410.585563543362,21.6275949445423,18.809972308,291570573.88
1910,1914,74,1984,1988,432.890862810254,12.2085030586749,19.102067714,305814815.62
1910,1914,75,1985,1989,438.551819101294,27.2170667378441,19.17677049,309360557.24
1910,1914,76,1986,1990,498.105593537663,41.9924400952457,19.17774363,309407358.96
1910,1914,77,1987,1991,506.544058159197,14.6626150619699,18.794876254,292353475.34
1910,1914,78,1988,1992,492.893563972706,33.5055082412398,18.549308538,282425767.36
1910,1914,79,1989,1993,471.120982676312,20.6701954766678,17.970384306,256215321.58
1910,1914,80,1990,1994,466.47718602367,36.4742300439705,17.5746001,238965499.4
1910,1914,81,1991,1995,486.351850976074,18.8866294405163,17.158282484,221036700.56
1910,1914,82,1992,1996,454.223257181714,26.9231591010498,17.077518564,217880569.14
1910,1914,83,1993,1997,471.061981463979,34.444421313871,16.96100927,213645071.3
1910,1914,84,1994,1998,472.580291049076,20.3656089524776,16.773208962,206820467.62
1910,1914,85,1995,1999,72.8372905018064,6.33784275257046,16.447651658,195303713.18
1915,1919,54,1969,1973,178.594764124232,NaN,20.088967264,355767561.14
1915,1919,55,1970,1974,219.204435258835,6.29499125606828,19.704705924,336568882.8
1915,1919,56,1971,1975,250.632616539029,27.7700064832969,19.265136116,314354538.84
1915,1919,57,1972,1976,233.604818251642,18.8134669779206,18.990857844,300046472.12
1915,1919,58,1973,1977,251.017826468423,21.5864195716455,19.248899064,313145728.6
1915,1919,59,1974,1978,234.806413404654,12.0597157766149,19.01540364,302029717.7
1915,1919,60,1975,1979,266.130632660588,12.0449956436371,19.150566724,308354025.96
1915,1919,61,1976,1980,249.181943498305,10.800656099121,19.180008772,309689040.94
1915,1919,62,1977,1981,265.223242789199,9.91992479426779,19.245261406,312915699.98
1915,1919,63,1978,1982,272.073662571632,20.0482037380323,18.742807528,288943421.5
1915,1919,64,1979,1983,295.440248519172,9.19138074678395,18.759262458,289682556.68
1915,1919,65,1980,1984,325.02267739326,23.570849485931,18.681590898,285993015.2
1915,1919,66,1981,1985,318.380598956678,30.4770946765535,18.777455818,290487862.52
1915,1919,67,1982,1986,350.564287244943,43.1751946491033,18.737022246,288475701.28
1915,1919,68,1983,1987,392.454589187128,26.9270840899191,18.809972308,291570573.88
1915,1919,69,1984,1988,398.420654181529,27.4864791672864,19.102067714,305814815.62
1915,1919,70,1985,1989,430.821695828812,23.0808423607385,19.17677049,309360557.24
1915,1919,71,1986,1990,446.781159817451,20.1562528007963,19.17774363,309407358.96
1915,1919,72,1987,1991,483.870257410878,20.0437902042571,18.794876254,292353475.34
1915,1919,73,1988,1992,456.065454198461,19.4212587688897,18.549308538,282425767.36
1915,1919,74,1989,1993,462.746433871344,28.3059514160673,17.970384306,256215321.58
1915,1919,75,1990,1994,461.26342014641,26.9202261382104,17.5746001,238965499.4
1915,1919,76,1991,1995,489.83770598017,32.8502633760287,17.158282484,221036700.56
1915,1919,77,1992,1996,490.699543575398,19.5025011103406,17.077518564,217880569.14
1915,1919,78,1993,1997,460.729601477258,41.0753268663051,16.96100927,213645071.3
1915,1919,79,1994,1998,467.359464501539,23.3064871716299,16.773208962,206820467.62
1915,1919,80,1995,1999,474.415362745119,24.9205920719575,16.447651658,195303713.18
1915,1919,81,1996,2000,469.359460615625,27.3493047358613,16.22601294,187372087.66
1915,1919,82,1997,2001,471.931119604166,26.6576545512484,16.03009705,180315731.4
1915,1919,83,1998,2002,469.41645585237,7.94080816302482,15.959568744,177893990.58
1915,1919,84,1999,2003,434.073199245922,37.9855600914943,15.899138732,175859217.36
1915,1919,85,2000,2004,65.8241888333326,5.01418023195519,15.885784564,175434672.24
1920,1924,49,1969,1973,202.054725667987,NaN,20.088967264,355767561.14
1920,1924,50,1970,1974,214.751699278413,22.4855865925191,19.704705924,336568882.8
1920,1924,51,1971,1975,193.103993696124,8.40532305281658,19.265136116,314354538.84
1920,1924,52,1972,1976,205.253940738147,9.49982544086381,18.990857844,300046472.12
1920,1924,53,1973,1977,200.11572781613,21.3772143528298,19.248899064,313145728.6
1920,1924,54,1974,1978,218.91684785186,9.13266386389623,19.01540364,302029717.7
1920,1924,55,1975,1979,204.049088826742,8.41444517816864,19.150566724,308354025.96
1920,1924,56,1976,1980,213.125946721061,11.0910562404352,19.180008772,309689040.94
1920,1924,57,1977,1981,222.605055809091,8.01842077452747,19.245261406,312915699.98
1920,1924,58,1978,1982,225.486128396323,8.63026752914065,18.742807528,288943421.5
1920,1924,59,1979,1983,246.858864502207,25.9228639230618,18.759262458,289682556.68
1920,1924,60,1980,1984,268.357270678712,19.4815272955229,18.681590898,285993015.2
1920,1924,61,1981,1985,286.722895695757,23.9233224266282,18.777455818,290487862.52
1920,1924,62,1982,1986,317.431700562956,22.4717910773897,18.737022246,288475701.28
1920,1924,63,1983,1987,340.918124847112,26.6722546248503,18.809972308,291570573.88
1920,1924,64,1984,1988,353.787596372242,29.9171908407391,19.102067714,305814815.62
1920,1924,65,1985,1989,393.679889652968,29.9845679785307,19.17677049,309360557.24
1920,1924,66,1986,1990,405.112867042218,25.0380993302234,19.17774363,309407358.96
1920,1924,67,1987,1991,430.647978686631,25.7039083998436,18.794876254,292353475.34
1920,1924,68,1988,1992,430.420741356843,19.7869557667773,18.549308538,282425767.36
1920,1924,69,1989,1993,428.764467908941,20.6138882404188,17.970384306,256215321.58
1920,1924,70,1990,1994,431.278336921366,9.20607292509644,17.5746001,238965499.4
1920,1924,71,1991,1995,451.787456165226,22.2345849325039,17.158282484,221036700.56
1920,1924,72,1992,1996,459.423862732874,23.5309216100269,17.077518564,217880569.14
1920,1924,73,1993,1997,472.361065698142,27.9439921356997,16.96100927,213645071.3
1920,1924,74,1994,1998,471.985856557632,28.2415320067029,16.773208962,206820467.62
1920,1924,75,1995,1999,501.588505483158,15.9005442127415,16.447651658,195303713.18
1920,1924,76,1996,2000,510.233252267985,25.264917100226,16.22601294,187372087.66
1920,1924,77,1997,2001,501.089900210579,11.3566397994479,16.03009705,180315731.4
